order_line_number,quantity, price , sale_total ,order_date,quarter,product_code,customer_name,deal_size
10271-10,43,100,5605.05,2004-07-20,3,S24_2300,Mini Gifts Distributors Ltd.,Medium
10281-6,25,100,2779.5,2004-08-19,3,S24_2300,Diecast Classics Inc.,Small
10291-1,48,100,5398.08,2004-09-08,3,S24_2300,Scandinavian Gift Ideas,Medium
10305-10,24,100,3189.6,2004-10-13,4,S24_2300,Marta's Replicas Co.,Medium
10313-4,42,100,5581.8,2004-10-22,4,S24_2300,Canadian Gift Exchange Network,Medium
10324-2,31,100,3820.44,2004-11-05,4,S24_2300,Vitachrome Inc.,Medium
10334-5,42,100,5528.04,2004-11-19,4,S24_2300,"Volvo Model Replicas, Co",Medium
10348-1,37,100,5981.42,2004-11-01,4,S24_2300,"Corrida Auto Replicas, Ltd",Medium
10358-7,41,100,5684.65,2004-12-10,4,S24_2300,Euro Shopping Channel,Medium
10371-5,20,100,3449.4,2005-01-23,1,S24_2300,Mini Gifts Distributors Ltd.,Medium
10382-3,20,100,2654.4,2005-02-17,1,S24_2300,Mini Gifts Distributors Ltd.,Small
10412-10,70,100,8498,2005-05-03,2,S24_2300,Euro Shopping Channel,Large
10425-9,49,100,5510.54,2005-05-31,2,S24_2300,La Rochelle Gifts,Medium
10108-15,35,58.87,2060.45,2003-03-03,1,S24_2360,Cruz & Sons Co.,Small
10121-2,32,76.88,2460.16,2003-05-07,2,S24_2360,Reims Collectables,Small
10135-16,29,61.64,1787.56,2003-07-02,3,S24_2360,Mini Gifts Distributors Ltd.,Small
10145-3,27,60.95,1645.65,2003-08-25,3,S24_2360,Toys4GrownUps.com,Small
10159-11,27,80.34,2169.18,2003-10-10,4,S24_2360,Corporate Gift Ideas Co.,Small
10169-11,38,74.11,2816.18,2003-11-04,4,S24_2360,"Anna's Decorations, Ltd",Small
10180-6,35,72.03,2521.05,2003-11-11,4,S24_2360,Daedalus Designs Imports,Small
10190-3,42,76.19,3199.98,2003-11-19,4,S24_2360,Euro Shopping Channel,Medium
10211-11,21,63.72,1338.12,2004-01-15,1,S24_2360,Auto Canal Petit,Small
10224-4,37,80.34,2972.58,2004-02-21,1,S24_2360,Daedalus Designs Imports,Small
10237-4,26,79.65,2070.9,2004-04-05,2,S24_2360,Vitachrome Inc.,Small
10252-8,47,65.8,3092.6,2004-05-26,2,S24_2360,Auto Canal Petit,Medium
10264-6,37,65.1,2408.7,2004-06-30,2,S24_2360,Gifts4AllAges.com,Small
10276-12,46,75.49,3472.54,2004-08-02,3,S24_2360,Online Mini Collectables,Medium
10285-3,38,59.56,2263.28,2004-08-27,3,S24_2360,Marta's Replicas Co.,Small
10299-6,33,66.49,2194.17,2004-09-30,3,S24_2360,"Toys of Finland, Co.",Small
10309-2,24,56.1,1346.4,2004-10-15,4,S24_2360,Baane Mini Imports,Small
10319-7,31,81.73,2533.63,2004-11-03,4,S24_2360,Microscale Inc.,Small
10330-1,42,81.03,3403.26,2004-11-16,4,S24_2360,Cruz & Sons Co.,Medium
10341-6,32,100,3307.2,2004-11-24,4,S24_2360,Salzburg Collectables,Medium
10355-3,41,70.65,2896.65,2004-12-07,4,S24_2360,Euro Shopping Channel,Small
10363-14,43,61.23,2632.89,2005-01-06,1,S24_2360,Suominen Souveniers,Small
10375-14,20,100,2046,2005-02-03,1,S24_2360,La Rochelle Gifts,Small
10390-4,35,65.13,2279.55,2005-03-04,1,S24_2360,Mini Gifts Distributors Ltd.,Small
10403-4,27,79.65,2150.55,2005-04-08,2,S24_2360,"UK Collectables, Ltd.",Small
10110-11,43,78.15,3360.45,2003-03-18,1,S24_2766,"AV Stores, Co.",Medium
10124-10,32,72.7,2326.4,2003-05-21,2,S24_2766,Signal Gift Stores,Small
10148-4,21,73.6,1545.6,2003-09-11,3,S24_2766,"Anna's Decorations, Ltd",Small
10161-3,20,100,2144.6,2003-10-17,4,S24_2766,Heintze Collectables,Small
10172-1,22,74.51,1639.22,2003-11-05,4,S24_2766,Gift Depot Inc.,Small
10182-14,36,73.6,2649.6,2003-11-12,4,S24_2766,Mini Gifts Distributors Ltd.,Small
10192-2,46,83.6,3845.6,2003-11-20,4,S24_2766,Online Diecast Creations Co.,Medium
10204-8,47,96.32,4527.04,2003-12-02,4,S24_2766,Muscle Machine Inc,Medium
10212-1,45,88.14,3966.3,2004-01-16,1,S24_2766,Euro Shopping Channel,Medium
10227-14,47,88.14,4142.58,2004-03-02,1,S24_2766,"Saveley & Henriot, Co.",Medium
10241-6,47,94.5,4441.5,2004-04-13,2,S24_2766,Mini Caravy,Medium
10267-3,38,87.24,3315.12,2004-07-07,3,S24_2766,Muscle Machine Inc,Medium
10279-3,49,79.97,3918.53,2004-08-09,3,S24_2766,Euro Shopping Channel,Medium
10288-9,35,80.87,2830.45,2004-09-01,3,S24_2766,Handji Gifts& Co,Small
10302-5,49,100,5298.86,2003-10-06,4,S24_2766,"UK Collectables, Ltd.",Medium
10311-4,28,93.6,2620.8,2004-10-16,4,S24_2766,Euro Shopping Channel,Small
10321-1,30,72.7,2181,2004-11-04,4,S24_2766,FunGiftIdeas.com,Small
10332-7,39,86.72,3382.08,2004-11-17,4,S24_2766,"AV Stores, Co.",Medium
10346-1,25,100,2876.75,2004-11-29,4,S24_2766,Signal Gift Stores,Small
10368-2,40,100,4107.2,2005-01-19,1,S24_2766,Mini Gifts Distributors Ltd.,Medium
10380-6,36,37.5,1350,2005-02-16,1,S24_2766,Euro Shopping Channel,Small
10407-6,76,94.5,7182,2005-04-22,2,S24_2766,The Sharp Gifts Warehouse,Large
10420-9,39,100,3933.93,2005-05-29,2,S24_2766,Souveniers And Things Co.,Medium
10104-10,44,39.6,1742.4,2003-01-31,1,S24_2840,Euro Shopping Channel,Small
10114-1,24,30.06,721.44,2003-04-01,2,S24_2840,"La Corne D'abondance, Co.",Small
10127-12,39,38.19,1489.41,2003-06-03,2,S24_2840,Muscle Machine Inc,Small
10141-6,21,42.43,891.03,2003-08-01,3,S24_2840,Suominen Souveniers,Small
10151-4,30,40.31,1209.3,2003-09-21,3,S24_2840,"Oulu Toy Supplies, Inc.",Small
10165-13,27,31.82,859.14,2003-10-22,4,S24_2840,"Dragon Souveniers, Ltd.",Small
10175-2,37,31.12,1151.44,2003-11-06,4,S24_2840,"Stylish Desk Decors, Co.",Small
10184-7,42,31.82,1336.44,2003-11-14,4,S24_2840,"Iberia Gift Imports, Corp.",Small
10195-7,32,28.29,905.28,2003-11-25,4,S24_2840,Mini Classics,Small
10207-8,42,29.7,1247.4,2003-12-09,4,S24_2840,Diecast Collectables,Small
10219-3,21,40.31,846.51,2004-02-10,1,S24_2840,Signal Collectibles Ltd.,Small
10229-2,33,32.88,1085.04,2004-03-11,1,S24_2840,Mini Gifts Distributors Ltd.,Small
10246-6,49,36.07,1767.43,2004-05-05,2,S24_2840,Euro Shopping Channel,Small
10259-5,31,33.24,1030.44,2004-06-15,2,S24_2840,Handji Gifts& Co,Small
10271-6,38,41.72,1585.36,2004-07-20,3,S24_2840,Mini Gifts Distributors Ltd.,Small
10281-2,20,40.66,813.2,2004-08-19,3,S24_2840,Diecast Classics Inc.,Small
10292-9,39,30.06,1172.34,2004-09-08,3,S24_2840,Land of Toys Inc.,Small
10305-6,48,31.47,1510.56,2004-10-13,4,S24_2840,Marta's Replicas Co.,Small
10314-15,39,37.13,1448.07,2004-10-22,4,S24_2840,Heintze Collectables,Small
10324-9,30,100,3338.1,2004-11-05,4,S24_2840,Vitachrome Inc.,Medium
10335-2,33,37.13,1225.29,2004-11-19,4,S24_2840,Mini Gifts Distributors Ltd.,Small
10349-3,36,37.13,1336.68,2004-12-01,4,S24_2840,Muscle Machine Inc,Small
10358-4,36,82.94,2985.84,2004-12-10,4,S24_2840,Euro Shopping Channel,Small
10371-8,45,100,5545.8,2005-01-23,1,S24_2840,Mini Gifts Distributors Ltd.,Medium
10383-3,40,100,6089.6,2005-02-22,1,S24_2840,Euro Shopping Channel,Medium
10394-6,46,38.9,1789.4,2005-03-15,1,S24_2840,Euro Shopping Channel,Small
10412-6,30,36.07,1082.1,2005-05-03,2,S24_2840,Euro Shopping Channel,Small
10425-5,31,33.24,1030.44,2005-05-31,2,S24_2840,La Rochelle Gifts,Small
10106-13,49,74.68,3659.32,2003-02-17,1,S24_2841,Rovelli Gifts,Medium
10119-4,41,59.6,2443.6,2003-04-28,2,S24_2841,Salzburg Collectables,Small
10131-5,35,67.14,2349.9,2003-06-16,2,S24_2841,Gift Ideas Corp.,Small
10143-8,27,60.97,1646.19,2003-08-10,3,S24_2841,Mini Creations Ltd.,Small
10155-6,23,72.62,1670.26,2003-10-06,4,S24_2841,"Toys of Finland, Co.",Small
10167-2,21,69.88,1467.48,2003-10-23,4,S24_2841,Scandinavian Gift Ideas,Small
10178-5,34,80.84,2748.56,2003-11-08,4,S24_2841,Alpha Cognac,Small
10186-2,22,69.2,1522.4,2003-11-14,4,S24_2841,"Double Decker Gift Stores, Ltd",Small
10198-5,48,67.82,3255.36,2003-11-27,4,S24_2841,Cruz & Sons Co.,Medium
10209-1,43,82.21,3535.03,2004-01-09,1,S24_2841,"Men 'R' US Retailers, Ltd.",Medium
10222-5,32,81.53,2608.96,2004-02-19,1,S24_2841,Collectable Mini Designs Co.,Small
10249-1,20,67.82,1356.4,2004-05-08,2,S24_2841,Cambridge Collectables Co.,Small
10262-10,24,67.14,1611.36,2004-06-24,2,S24_2841,Euro Shopping Channel,Small
10274-2,40,65.08,2603.2,2004-07-21,3,S24_2841,Collectables For Less Inc.,Small
10284-12,30,73.99,2219.7,2004-08-21,3,S24_2841,"Norway Gifts By Mail, Co.",Small
10296-8,21,71.25,1496.25,2004-09-15,3,S24_2841,"Bavarian Collectables Imports, Co.",Small
10307-2,25,75.36,1884,2004-10-14,4,S24_2841,"Classic Gift Ideas, Inc",Small
10316-10,34,63.71,2166.14,2004-11-01,4,S24_2841,giftsbymail.co.uk,Small
10328-1,48,58.92,2828.16,2004-11-12,4,S24_2841,Rovelli Gifts,Small
10339-12,55,100,6214.45,2004-11-23,4,S24_2841,"Tokyo Collectables, Ltd",Medium
10351-5,25,74.68,1867,2004-12-03,4,S24_2841,"Stylish Desk Decors, Co.",Small
10373-7,38,70.44,2676.72,2005-01-31,1,S24_2841,"Oulu Toy Supplies, Inc.",Small
10386-1,39,55.96,2182.44,2005-03-01,1,S24_2841,Euro Shopping Channel,Small
10398-3,28,57.55,1611.4,2005-03-30,1,S24_2841,Reims Collectables,Small
10400-2,24,61.66,1479.84,2005-04-01,2,S24_2841,The Sharp Gifts Warehouse,Small
10415-1,21,67.82,1424.22,2005-05-09,2,S24_2841,"Australian Collectables, Ltd",Small
10110-10,46,100,5942.28,2003-03-18,1,S24_2887,"AV Stores, Co.",Medium
10124-9,25,93.95,2348.75,2003-05-21,2,S24_2887,Signal Gift Stores,Small
10148-3,34,100,4392.12,2003-09-11,3,S24_2887,"Anna's Decorations, Ltd",Medium
10161-2,25,100,2759.75,2003-10-17,4,S24_2887,Heintze Collectables,Small
10173-16,23,100,2728.03,2003-11-05,4,S24_2887,Rovelli Gifts,Small
10182-13,20,100,2395.8,2003-11-12,4,S24_2887,Mini Gifts Distributors Ltd.,Small
10192-1,23,100,3052.33,2003-11-20,4,S24_2887,Online Diecast Creations Co.,Medium
10204-7,42,100,4242,2003-12-02,4,S24_2887,Muscle Machine Inc,Medium
10213-3,27,100,2790.45,2004-01-22,1,S24_2887,"Double Decker Gift Stores, Ltd",Small
10227-13,33,100,4340.49,2004-03-02,1,S24_2887,"Saveley & Henriot, Co.",Medium
10241-5,28,98.65,2762.2,2004-04-13,2,S24_2887,Mini Caravy,Small
10267-2,43,100,4645.72,2004-07-07,3,S24_2887,Muscle Machine Inc,Medium
10279-2,48,100,5580.96,2004-08-09,3,S24_2887,Euro Shopping Channel,Medium
10288-8,48,100,6539.04,2004-09-01,3,S24_2887,Handji Gifts& Co,Medium
10302-4,45,100,5548.95,2003-10-06,4,S24_2887,"UK Collectables, Ltd.",Medium
10311-3,43,100,4595.41,2004-10-16,4,S24_2887,Euro Shopping Channel,Medium
10332-11,44,42.26,1859.44,2004-11-17,4,S24_2887,"AV Stores, Co.",Small
10346-5,24,87.24,2093.76,2004-11-29,4,S24_2887,Signal Gift Stores,Small
10368-5,31,100,4223.13,2005-01-19,1,S24_2887,Mini Gifts Distributors Ltd.,Medium
10380-7,44,36.29,1596.76,2005-02-16,1,S24_2887,Euro Shopping Channel,Small
10407-5,59,98.65,5820.35,2005-04-22,2,S24_2887,The Sharp Gifts Warehouse,Medium
10420-8,55,96.3,5296.5,2005-05-29,2,S24_2887,Souveniers And Things Co.,Medium
10109-6,29,32.1,930.9,2003-03-10,1,S24_2972,Motor Mint Distributors Inc.,Small
10122-4,39,30.96,1207.44,2003-05-08,2,S24_2972,Marseille Mini Autos,Small
10135-1,20,35.87,717.4,2003-07-02,3,S24_2972,Mini Gifts Distributors Ltd.,Small
10147-1,25,42.67,1066.75,2003-09-05,3,S24_2972,Collectables For Less Inc.,Small
10160-2,42,37,1554,2003-10-11,4,S24_2972,"Men 'R' US Retailers, Ltd.",Small
10171-4,36,35.49,1277.64,2003-11-05,4,S24_2972,Quebec Home Shopping Network,Small
10181-8,37,42.67,1578.79,2003-11-12,4,S24_2972,Herkku Gifts,Small
10192-13,30,30.59,917.7,2003-11-20,4,S24_2972,Online Diecast Creations Co.,Small
10203-2,21,37,777,2003-12-02,4,S24_2972,Euro Shopping Channel,Small
10212-12,34,43.42,1476.28,2004-01-16,1,S24_2972,Euro Shopping Channel,Small
10225-3,42,36.63,1538.46,2004-02-22,1,S24_2972,"Vida Sport, Ltd",Small
10239-2,20,44.56,891.2,2004-04-12,2,S24_2972,"Oulu Toy Supplies, Inc.",Small
10253-7,40,42.67,1706.8,2004-06-01,2,S24_2972,"UK Collectables, Ltd.",Small
10266-8,34,40.4,1373.6,2004-07-06,3,S24_2972,L'ordine Souveniers,Small
10278-8,31,38.89,1205.59,2004-08-06,3,S24_2972,Signal Gift Stores,Small
10287-6,36,39.65,1427.4,2004-08-30,3,S24_2972,"Vida Sport, Ltd",Small
10301-10,48,34.36,1649.28,2003-10-05,4,S24_2972,"Norway Gifts By Mail, Co.",Small
10310-4,33,41.91,1383.03,2004-10-16,4,S24_2972,"Toms Spezialitten, Ltd",Small
10321-12,37,33.23,1229.51,2004-11-04,4,S24_2972,FunGiftIdeas.com,Small
10331-13,27,42.24,1140.48,2004-11-17,4,S24_2972,Motor Mint Distributors Inc.,Small
10342-9,39,40.4,1575.6,2004-11-24,4,S24_2972,"Australian Collectors, Co.",Small
10355-4,36,38.52,1386.72,2004-12-07,4,S24_2972,Euro Shopping Channel,Small
10367-2,36,100,5018.4,2005-01-12,1,S24_2972,Toys4GrownUps.com,Medium
10378-7,41,100,5856.85,2005-02-10,1,S24_2972,Euro Shopping Channel,Medium
10390-5,37,100,4894.73,2005-03-04,1,S24_2972,Mini Gifts Distributors Ltd.,Medium
10405-2,47,44.56,2094.32,2005-04-14,2,S24_2972,Mini Caravy,Small
10419-7,15,42.67,640.05,2005-05-17,2,S24_2972,Salzburg Collectables,Small
10105-4,44,72.58,3193.52,2003-02-11,1,S24_3151,Danish Wholesale Imports,Medium
10119-13,35,87.62,3066.7,2003-04-28,2,S24_3151,Salzburg Collectables,Medium
10129-4,41,94.71,3883.11,2003-06-12,2,S24_3151,"Stylish Desk Decors, Co.",Medium
10142-1,49,98.25,4814.25,2003-08-08,3,S24_3151,Mini Gifts Distributors Ltd.,Medium
10154-2,31,91.17,2826.27,2003-10-02,4,S24_3151,Boards & Toys Co.,Small
10167-11,20,79.66,1593.2,2003-10-23,4,S24_3151,Scandinavian Gift Ideas,Small
10177-2,45,72.58,3266.1,2003-11-07,4,S24_3151,CAF Imports,Medium
10185-2,33,74.35,2453.55,2003-11-14,4,S24_3151,Mini Creations Ltd.,Small
10197-8,47,83.2,3910.4,2003-11-26,4,S24_3151,Enaco Distributors,Medium
10208-2,20,89.4,1788,2004-01-02,1,S24_3151,"Saveley & Henriot, Co.",Small
10222-14,47,70.81,3328.07,2004-02-19,1,S24_3151,Collectable Mini Designs Co.,Medium
10233-2,40,94.71,3788.4,2004-03-29,1,S24_3151,Tekni Collectables Inc.,Medium
10248-5,30,100,3053.7,2004-05-07,2,S24_3151,Land of Toys Inc.,Medium
10261-3,22,91.17,2005.74,2004-06-17,2,S24_3151,Quebec Home Shopping Network,Small
10273-6,27,100,2796.12,2004-07-21,3,S24_3151,Petit Auto,Small
10283-8,34,92.94,3159.96,2004-08-20,3,S24_3151,"Royal Canadian Collectables, Ltd.",Medium
10295-3,46,84.97,3908.62,2004-09-10,3,S24_3151,Gifts4AllAges.com,Medium
10306-2,31,84.08,2606.48,2004-10-14,4,S24_3151,"AV Stores, Co.",Small
10315-1,24,86.74,2081.76,2004-10-29,4,S24_3151,La Rochelle Gifts,Small
10326-3,41,85.85,3519.85,2004-11-09,4,S24_3151,"Volvo Model Replicas, Co",Medium
10339-13,55,100,10758,2004-11-23,4,S24_3151,"Tokyo Collectables, Ltd",Large
10350-9,30,100,3021,2004-12-02,4,S24_3151,Euro Shopping Channel,Medium
10373-12,33,57.32,1891.56,2005-01-31,1,S24_3151,"Oulu Toy Supplies, Inc.",Small
10384-2,43,97.87,4208.41,2005-02-23,1,S24_3151,Corporate Gift Ideas Co.,Medium
10396-7,27,83.2,2246.4,2005-03-23,1,S24_3151,Mini Gifts Distributors Ltd.,Small
10414-5,60,100,6107.4,2005-05-06,2,S24_3151,Gifts4AllAges.com,Medium
10110-12,27,73.62,1987.74,2003-03-18,1,S24_3191,"AV Stores, Co.",Small
10124-11,49,83.04,4068.96,2003-05-21,2,S24_3191,Signal Gift Stores,Medium
10148-5,31,73.62,2282.22,2003-09-11,3,S24_3191,"Anna's Decorations, Ltd",Small
10161-4,20,77.05,1541,2003-10-17,4,S24_3191,Heintze Collectables,Small
10172-2,24,81.33,1951.92,2003-11-05,4,S24_3191,Gift Depot Inc.,Small
10182-15,33,94.17,3107.61,2003-11-12,4,S24_3191,Mini Gifts Distributors Ltd.,Medium
10192-3,32,72.77,2328.64,2003-11-20,4,S24_3191,Online Diecast Creations Co.,Small
10204-9,40,79.62,3184.8,2003-12-02,4,S24_3191,Muscle Machine Inc,Medium
10212-2,27,79.62,2149.74,2004-01-16,1,S24_3191,Euro Shopping Channel,Small
10227-15,40,79.62,3184.8,2004-03-02,1,S24_3191,"Saveley & Henriot, Co.",Medium
10241-7,26,81.33,2114.58,2004-04-13,2,S24_3191,Mini Caravy,Small
10267-4,44,96.74,4256.56,2004-07-07,3,S24_3191,Muscle Machine Inc,Medium
10279-4,33,71.06,2344.98,2004-08-09,3,S24_3191,Euro Shopping Channel,Small
10288-10,34,68.49,2328.66,2004-09-01,3,S24_3191,Handji Gifts& Co,Small
10302-6,48,74.48,3575.04,2003-10-06,4,S24_3191,"UK Collectables, Ltd.",Medium
10311-5,25,83.04,2076,2004-10-16,4,S24_3191,Euro Shopping Channel,Small
10321-2,39,84.75,3305.25,2004-11-04,4,S24_3191,FunGiftIdeas.com,Medium
10332-12,45,34.19,1538.55,2004-11-17,4,S24_3191,"AV Stores, Co.",Small
10346-2,24,100,3325.92,2004-11-29,4,S24_3191,Signal Gift Stores,Medium
10368-1,46,79.62,3662.52,2005-01-19,1,S24_3191,Mini Gifts Distributors Ltd.,Medium
10380-9,44,79.06,3478.64,2005-02-16,1,S24_3191,Euro Shopping Channel,Medium
10407-7,13,81.33,1057.29,2005-04-22,2,S24_3191,The Sharp Gifts Warehouse,Small
10420-10,35,96.74,3385.9,2005-05-29,2,S24_3191,Souveniers And Things Co.,Medium
10108-5,30,63.07,1892.1,2003-03-03,1,S24_3371,Cruz & Sons Co.,Small
10122-9,34,50.21,1707.14,2003-05-08,2,S24_3371,Marseille Mini Autos,Small
10135-6,27,66.13,1785.51,2003-07-02,3,S24_3371,Mini Gifts Distributors Ltd.,Small
10147-6,30,68.58,2057.4,2003-09-05,3,S24_3371,Collectables For Less Inc.,Small
10159-1,50,69.8,3490,2003-10-10,4,S24_3371,Corporate Gift Ideas Co.,Medium
10169-1,34,50.21,1707.14,2003-11-04,4,S24_3371,"Anna's Decorations, Ltd",Small
10181-13,23,65.52,1506.96,2003-11-12,4,S24_3371,Herkku Gifts,Small
10191-2,48,60.01,2880.48,2003-11-20,4,S24_3371,"Toms Spezialitten, Ltd",Small
10203-7,34,64.9,2206.6,2003-12-02,4,S24_3371,Euro Shopping Channel,Small
10211-1,48,48.98,2351.04,2004-01-15,1,S24_3371,Auto Canal Petit,Small
10225-8,24,50.21,1205.04,2004-02-22,1,S24_3371,"Vida Sport, Ltd",Small
10238-2,47,62.45,2935.15,2004-04-09,2,S24_3371,Danish Wholesale Imports,Small
10253-12,24,52.66,1263.84,2004-06-01,2,S24_3371,"UK Collectables, Ltd.",Small
10266-13,47,62.45,2935.15,2004-07-06,3,S24_3371,L'ordine Souveniers,Small
10276-2,20,61.23,1224.6,2004-08-02,3,S24_3371,Online Mini Collectables,Small
10287-11,20,67.97,1359.4,2004-08-30,3,S24_3371,"Vida Sport, Ltd",Small
10300-4,31,58.78,1822.18,2003-10-04,4,S24_3371,"Blauer See Auto, Co.",Small
10310-9,38,56.94,2163.72,2004-10-16,4,S24_3371,"Toms Spezialitten, Ltd",Small
10320-2,26,61.23,1591.98,2004-11-03,4,S24_3371,"Volvo Model Replicas, Co",Small
10331-9,25,100,3078.5,2004-11-17,4,S24_3371,Motor Mint Distributors Inc.,Medium
10342-10,48,62.45,2997.6,2004-11-24,4,S24_3371,"Australian Collectors, Co.",Small
10355-6,44,62.45,2747.8,2004-12-07,4,S24_3371,Euro Shopping Channel,Small
10363-15,21,100,2447.76,2005-01-06,1,S24_3371,Suominen Souveniers,Small
10378-6,46,41.54,1910.84,2005-02-10,1,S24_3371,Euro Shopping Channel,Small
10390-6,46,52.84,2430.64,2005-03-04,1,S24_3371,Mini Gifts Distributors Ltd.,Small
10419-12,55,52.66,2896.3,2005-05-17,2,S24_3371,Salzburg Collectables,Small
10106-14,31,52.6,1630.6,2003-02-17,1,S24_3420,Rovelli Gifts,Small
10119-5,20,72.98,1459.6,2003-04-28,2,S24_3420,Salzburg Collectables,Small
10131-6,29,59.18,1716.22,2003-06-16,2,S24_3420,Gift Ideas Corp.,Small
10143-9,33,77.59,2560.47,2003-08-10,3,S24_3420,Mini Creations Ltd.,Small
10155-7,34,55.89,1900.26,2003-10-06,4,S24_3420,"Toys of Finland, Co.",Small
10167-3,32,63.12,2019.84,2003-10-23,4,S24_3420,Scandinavian Gift Ideas,Small
10178-6,27,73.64,1988.28,2003-11-08,4,S24_3420,Alpha Cognac,Small
10186-3,21,69.04,1449.84,2003-11-14,4,S24_3420,"Double Decker Gift Stores, Ltd",Small
10198-6,27,71.67,1935.09,2003-11-27,4,S24_3420,Cruz & Sons Co.,Small
10209-2,36,77.59,2793.24,2004-01-09,1,S24_3420,"Men 'R' US Retailers, Ltd.",Small
10222-6,43,70.35,3025.05,2004-02-19,1,S24_3420,Collectable Mini Designs Co.,Medium
10249-2,25,69.7,1742.5,2004-05-08,2,S24_3420,Cambridge Collectables Co.,Small
10262-11,46,70.35,3236.1,2004-06-24,2,S24_3420,Euro Shopping Channel,Medium
10274-3,24,72.33,1735.92,2004-07-21,3,S24_3420,Collectables For Less Inc.,Small
10284-13,39,71.67,2795.13,2004-08-21,3,S24_3420,"Norway Gifts By Mail, Co.",Small
10296-9,31,53.92,1671.52,2004-09-15,3,S24_3420,"Bavarian Collectables Imports, Co.",Small
10307-3,22,71.67,1576.74,2004-10-14,4,S24_3420,"Classic Gift Ideas, Inc",Small
10316-11,47,76.93,3615.71,2004-11-01,4,S24_3420,giftsbymail.co.uk,Medium
10328-2,20,72.98,1459.6,2004-11-12,4,S24_3420,Rovelli Gifts,Small
10339-14,29,99.69,2891.01,2004-11-23,4,S24_3420,"Tokyo Collectables, Ltd",Small
10351-4,38,68.38,2598.44,2004-12-03,4,S24_3420,"Stylish Desk Decors, Co.",Small
10361-6,34,100,3871.92,2004-12-17,4,S24_3420,Souveniers And Things Co.,Medium
10373-11,46,66,3036,2005-01-31,1,S24_3420,"Oulu Toy Supplies, Inc.",Medium
10386-9,35,63.76,2231.6,2005-03-01,1,S24_3420,Euro Shopping Channel,Small
10398-13,34,71.67,2436.78,2005-03-30,1,S24_3420,Reims Collectables,Small
10400-3,38,57.2,2173.6,2005-04-01,2,S24_3420,The Sharp Gifts Warehouse,Small
10415-2,18,69.7,1254.6,2005-05-09,2,S24_3420,"Australian Collectables, Ltd",Small
10110-14,37,100,3724.42,2003-03-18,1,S24_3432,"AV Stores, Co.",Medium
10124-13,43,100,5203,2003-05-21,2,S24_3432,Signal Gift Stores,Medium
10148-7,27,100,3469.5,2003-09-11,3,S24_3432,"Anna's Decorations, Ltd",Medium
10161-6,30,100,3148.2,2003-10-17,4,S24_3432,Heintze Collectables,Medium
10172-4,22,98.51,2167.22,2003-11-05,4,S24_3432,Gift Depot Inc.,Small
10182-17,49,100,6244.07,2003-11-12,4,S24_3432,Mini Gifts Distributors Ltd.,Medium
10192-5,46,100,5566,2003-11-20,4,S24_3432,Online Diecast Creations Co.,Medium
10204-11,48,91.02,4368.96,2003-12-02,4,S24_3432,Muscle Machine Inc,Medium
10212-4,46,87.81,4039.26,2004-01-16,1,S24_3432,Euro Shopping Channel,Medium
10226-2,48,92.09,4420.32,2004-02-26,1,S24_3432,Collectable Mini Designs Co.,Medium
10241-9,27,86.73,2341.71,2004-04-13,2,S24_3432,Mini Caravy,Small
10267-6,43,100,5110.98,2004-07-07,3,S24_3432,Muscle Machine Inc,Medium
10279-6,48,100,6168,2004-08-09,3,S24_3432,Euro Shopping Channel,Medium
10288-12,41,100,4873.26,2004-09-01,3,S24_3432,Handji Gifts& Co,Medium
10301-2,22,96.37,2120.14,2003-10-05,4,S24_3432,"Norway Gifts By Mail, Co.",Small
10311-7,46,92.09,4236.14,2004-10-16,4,S24_3432,Euro Shopping Channel,Medium
10321-4,21,89.95,1888.95,2004-11-04,4,S24_3432,FunGiftIdeas.com,Small
10332-13,31,37.18,1152.58,2004-11-17,4,S24_3432,"AV Stores, Co.",Small
10346-6,26,95.88,2492.88,2004-11-29,4,S24_3432,Signal Gift Stores,Small
10368-4,20,99.58,1991.6,2005-01-19,1,S24_3432,Mini Gifts Distributors Ltd.,Small
10380-11,34,100,3953.18,2005-02-16,1,S24_3432,Euro Shopping Channel,Medium
10407-9,43,86.73,3729.39,2005-04-22,2,S24_3432,The Sharp Gifts Warehouse,Medium
10420-12,26,100,2617.16,2005-05-29,2,S24_3432,Souveniers And Things Co.,Small
10105-1,50,79.67,3983.5,2003-02-11,1,S24_3816,Danish Wholesale Imports,Medium
10119-10,35,90.57,3169.95,2003-04-28,2,S24_3816,Salzburg Collectables,Medium
